accuracy,amt_w_service,avg_rating,bathrooms,bedrooms,can_instant_book,checkin,cleanliness,communication,currency,guest_satisfication,host_id,host_reviews,is_business_travel_ready,is_fully_refundable,is_new_listing,is_superhost,lat,listing_name,lng,localized_city,localized_neighborhood,location,monthly_price_factor,num_beds,person_capacity,picture_count,price,rate_type,response_rate,response_time,reviews_count,room_type_category,star_rating,url,value,weekly_price_factor
9,21,4.5,1.0,1.0,True,9,10,10,CAD,90,91917993,379,False,True,False,False,21.184929,Manatee Lagoon House Single Suite 3b,-86.814926,Cancún,,8,0.8,2,4,26,21,nightly,100,within an hour,66,entire_home,4.5,https://www.airbnb.com/rooms/24752474,9,1.0
9,28,4.49,1.0,1.0,True,9,9,9,CAD,90,85187388,1376,False,True,False,False,21.1296,THE BEST PRICE! SPECTACULAR VIEW TO THE LAGOON!!,-86.76202,Cancún,,9,0.9500000000000001,1,2,41,28,nightly,100,within an hour,130,private_room,4.5,https://www.airbnb.com/rooms/17136468,9,0.97
10,28,4.59,1.0,1.0,True,10,9,10,CAD,92,162530853,326,False,True,False,False,21.1593,DELUXE,-86.82851,Cancún,,10,0.76,1,2,20,28,nightly,100,within an hour,120,entire_home,4.5,https://www.airbnb.com/rooms/23078503,9,0.9
10,21,4.69,1.0,0.0,True,10,9,10,CAD,94,52196028,258,False,True,False,False,21.160444,Estudio en el centro a 15 minutos de la playa.,-86.843513,Cancún,,9,1.0,1,2,19,21,nightly,100,within an hour,49,entire_home,4.5,https://www.airbnb.com/rooms/20137349,9,1.0
10,32,4.94,1.5,1.0,False,10,10,10,CAD,99,141163019,343,False,True,False,True,21.153372,Cozy Room in a Friendly Central Apartment,-86.823647,Cancún,,10,1.0,1,2,13,32,nightly,100,within an hour,127,private_room,5.0,https://www.airbnb.com/rooms/20988313,10,1.0
10,24,4.95,1.0,1.0,True,10,10,10,CAD,99,158448390,86,False,True,False,True,21.15705,Ven a disfrutar de nuestra casa Italo-Francesa,-86.85005,Cancún,,10,1.0,1,2,15,24,nightly,100,within an hour,43,private_room,5.0,https://www.airbnb.com/rooms/21752410,10,1.0
10,21,4.88,1.0,1.0,True,10,10,10,CAD,98,187638722,309,False,True,False,False,21.16147,Mi Sitio en Cancún,-86.83464,Cancún,,10,1.0,2,3,48,21,nightly,100,within an hour,17,entire_home,5.0,https://www.airbnb.com/rooms/33228966,10,1.0
10,30,4.74,1.0,1.0,True,10,10,10,CAD,95,43548195,311,False,True,False,True,21.13817,B1 ✪ Budget queen bed A/C with bathroom hotel zone,-86.77,Cancún,,10,1.0,1,2,20,30,nightly,100,within an hour,19,private_room,5.0,https://www.airbnb.com/rooms/31196720,10,1.0
9,30,4.48,1.0,1.0,True,9,9,10,CAD,90,85187388,1376,False,True,False,False,21.12952,INCREDIBLE PRICE FOR A ROOM IN CANCUN HOTEL ZONE!,-86.76268,Cancún,,9,0.9,2,4,15,30,nightly,100,within an hour,153,private_room,4.5,https://www.airbnb.com/rooms/17140206,9,0.9500000000000001
10,21,4.9,1.0,1.0,True,10,10,10,CAD,98,448818,2267,False,True,False,True,21.16494,CANCUN GUEST HOUSE No 6,-86.82795,Cancún,,10,0.8,1,2,28,21,nightly,100,within an hour,88,entire_home,5.0,https://www.airbnb.com/rooms/28301863,10,0.85
